ISSUEDATE,CREATEDBYTYPE,JOBTYPE,COUNTLICENSES
2016-04-19 00:00:00,Staff,Renewal,259
2016-04-19 08:29:53,Staff,Application,1
2016-04-19 08:31:19,Staff,Application,1
2016-04-19 08:35:38,Staff,Application,1
2016-04-19 08:47:09,Staff,Application,1
2016-04-19 09:01:19,Staff,Application,1
2016-04-19 09:26:53,Online,Application,1
2016-04-19 09:35:54,Staff,Application,1
2016-04-19 09:44:01,Online,Application,1
2016-04-19 09:51:49,Online,Application,1
2016-04-19 10:04:47,Online,Application,1
2016-04-19 10:14:46,Staff,Application,1
2016-04-19 10:22:46,Online,Application,1
2016-04-19 10:52:06,Online,Application,1
2016-04-19 11:11:53,Staff,Application,1
2016-04-19 11:22:26,Staff,Application,1
2016-04-19 12:12:37,Online,Application,1
2016-04-19 12:22:10,Staff,Application,1
2016-04-19 12:31:43,Staff,Application,1
2016-04-19 12:35:54,Staff,Application,1
2016-04-19 12:47:58,Online,Application,1
2016-04-19 13:05:37,Online,Application,1
2016-04-19 13:05:40,Staff,Application,1
2016-04-19 13:31:06,Staff,Application,1
2016-04-19 13:35:15,Staff,Application,1
2016-04-19 13:45:50,Online,Application,1
2016-04-19 14:18:14,Staff,Application,1
2016-04-19 14:20:59,Staff,Application,1
2016-04-19 14:34:31,Staff,Application,1
2016-04-19 15:17:43,Staff,Application,1
2016-04-19 15:22:04,Staff,Application,1
2016-04-19 15:42:04,Staff,Application,1
2016-04-19 15:48:40,Online,Application,1
2016-04-19 15:59:19,Staff,Application,1
2016-04-19 16:03:13,Staff,Application,1
2016-04-19 16:11:10,Staff,Application,1
2016-04-19 16:24:53,Online,Application,1
2016-04-19 16:27:05,Online,Application,1
2016-04-20 00:00:00,Online,Renewal,1
2016-04-20 00:00:00,Staff,Renewal,461
2016-04-20 00:31:08,Staff,Application,1
2016-04-20 00:31:41,Staff,Application,1
2016-04-20 00:31:50,Staff,Application,1
2016-04-20 00:31:56,Staff,Application,1
2016-04-20 00:32:01,Staff,Application,1
2016-04-20 00:32:07,Staff,Application,1
2016-04-20 00:39:01,Staff,Application,1
2016-04-20 00:39:15,Staff,Application,1
2016-04-20 00:40:37,Staff,Application,1
2016-04-20 00:40:42,Staff,Application,1
2016-04-20 00:41:10,Staff,Application,1
2016-04-20 00:41:49,Staff,Application,1
2016-04-20 00:41:55,Staff,Application,1
2016-04-20 00:42:01,Staff,Application,1
2016-04-20 00:42:06,Staff,Application,1
2016-04-20 00:42:12,Staff,Application,1
2016-04-20 00:43:25,Staff,Application,1
2016-04-20 00:44:51,Online,Application,1
2016-04-20 00:44:53,Online,Application,1
2016-04-20 08:50:33,Staff,Application,1
2016-04-20 09:17:15,Online,Application,1
2016-04-20 09:58:59,Online,Application,1
2016-04-20 10:34:26,Staff,Application,1
2016-04-20 10:41:59,Staff,Application,1
2016-04-20 11:00:20,Staff,Application,1
2016-04-20 11:01:03,Online,Application,1
2016-04-20 11:03:06,Staff,Application,1
2016-04-20 11:08:54,Staff,Application,1
2016-04-20 11:22:15,Staff,Application,1
2016-04-20 11:34:50,Online,Application,1
2016-04-20 11:38:21,Staff,Application,1
2016-04-20 12:03:08,Online,Application,1
2016-04-20 12:08:27,Staff,Application,1
2016-04-20 12:11:51,Online,Application,1
2016-04-20 12:17:49,Online,Application,1
2016-04-20 12:25:58,Staff,Application,1
2016-04-20 12:55:31,Staff,Application,1
2016-04-20 12:58:54,Staff,Application,1
2016-04-20 13:08:53,Online,Application,2
2016-04-20 13:20:06,Staff,Application,1
2016-04-20 13:34:14,Staff,Application,1
2016-04-20 13:40:36,Staff,Application,1
2016-04-20 13:44:11,Staff,Application,1
2016-04-20 13:45:37,Staff,Application,1
2016-04-20 13:46:55,Online,Application,1
2016-04-20 13:55:54,Staff,Application,1
2016-04-20 14:04:02,Online,Application,1
2016-04-20 14:05:16,Staff,Application,1
2016-04-20 14:10:11,Staff,Application,1
2016-04-20 14:32:46,Staff,Application,1
2016-04-20 14:45:38,Staff,Application,1
2016-04-20 15:07:27,Online,Application,1
2016-04-20 15:18:15,Online,Application,1
2016-04-20 15:24:07,Staff,Application,1
2016-04-20 15:30:58,Staff,Application,1
2016-04-20 15:38:59,Online,Application,1
2016-04-20 15:52:10,Online,Application,1
2016-04-20 15:59:20,Online,Application,1
2016-04-20 16:07:49,Online,Application,1
2016-04-20 16:11:27,Staff,Application,1
2016-04-20 16:15:47,Online,Application,1
2016-04-20 16:16:17,Staff,Application,1
2016-04-20 16:20:23,Staff,Application,1
2016-04-20 16:21:21,Online,Application,1
2016-04-20 16:29:19,Staff,Application,1
2016-04-20 16:34:10,Staff,Application,1
2016-04-20 16:35:53,Online,Application,1
2016-04-20 16:44:40,Online,Application,1
2016-04-20 16:53:25,Online,Application,1
2016-04-20 16:59:57,Online,Application,1
2016-04-20 17:19:01,Staff,Application,1
2016-04-20 18:50:29,Staff,Application,2
2016-04-21 00:00:00,Online,Renewal,4
2016-04-21 00:00:00,Staff,Renewal,1972
2016-04-21 07:47:22,Staff,Application,1
2016-04-21 07:48:28,Staff,Application,1
2016-04-21 07:48:34,Staff,Application,1
2016-04-21 07:48:40,Staff,Application,1
2016-04-21 07:48:46,Staff,Application,1
2016-04-21 07:48:51,Staff,Application,1
2016-04-21 07:48:57,Staff,Application,1
2016-04-21 07:49:03,Staff,Application,1
2016-04-21 07:49:08,Staff,Application,1
2016-04-21 07:49:14,Staff,Application,1
2016-04-21 07:49:20,Staff,Application,1
2016-04-21 07:49:26,Staff,Application,1
2016-04-21 07:49:31,Staff,Application,1
2016-04-21 07:49:37,Staff,Application,1
2016-04-21 07:49:43,Staff,Application,1
2016-04-21 07:49:49,Staff,Application,1
2016-04-21 07:49:54,Staff,Application,1
2016-04-21 07:50:00,Staff,Application,1
2016-04-21 07:57:10,Staff,Application,1
2016-04-21 08:01:56,Staff,Application,1
2016-04-21 08:35:07,Online,Application,1
2016-04-21 08:37:39,Staff,Application,1
2016-04-21 08:47:38,Online,Application,1
2016-04-21 09:06:42,Online,Application,1
2016-04-21 09:07:47,Staff,Application,1
2016-04-21 09:47:40,Staff,Application,1
2016-04-21 09:51:51,Staff,Application,1
2016-04-21 09:51:58,Online,Application,1
2016-04-21 10:03:22,Online,Application,1
2016-04-21 10:11:55,Staff,Application,1
2016-04-21 10:26:32,Staff,Application,1
2016-04-21 10:43:01,Staff,Application,1
2016-04-21 11:04:14,Staff,Application,1
2016-04-21 11:13:17,Staff,Application,1
2016-04-21 11:18:55,Staff,Application,1
2016-04-21 11:23:32,Staff,Application,1
2016-04-21 11:31:48,Online,Application,1
2016-04-21 11:34:11,Staff,Application,1
2016-04-21 11:34:15,Staff,Application,1
2016-04-21 11:48:03,Staff,Application,1
2016-04-21 12:03:27,Online,Application,1
2016-04-21 12:42:54,Online,Application,1
2016-04-21 12:43:46,Staff,Application,1
2016-04-21 13:06:20,Online,Application,1
2016-04-21 13:06:45,Online,Application,1
2016-04-21 13:16:33,Staff,Application,1
2016-04-21 13:16:39,Online,Application,1
2016-04-21 13:23:03,Staff,Application,1
2016-04-21 13:29:44,Staff,Application,1
2016-04-21 13:33:33,Staff,Application,1
2016-04-21 13:37:52,Online,Application,1
2016-04-21 13:48:07,Online,Application,1
2016-04-21 13:49:29,Staff,Application,1
2016-04-21 13:59:23,Staff,Application,1
2016-04-21 14:15:05,Staff,Application,1
2016-04-21 14:18:24,Staff,Application,1
2016-04-21 14:36:32,Staff,Application,1
2016-04-21 14:48:29,Staff,Application,1
2016-04-21 14:51:23,Staff,Application,1
2016-04-21 14:53:59,Staff,Application,1
2016-04-21 15:07:52,Staff,Application,1
2016-04-21 15:07:56,Staff,Application,1
2016-04-21 15:10:58,Staff,Application,1
2016-04-21 15:23:37,Staff,Application,1
2016-04-21 15:26:31,Online,Application,1
2016-04-21 15:39:00,Staff,Application,1
2016-04-21 16:05:12,Online,Application,1
2016-04-21 16:05:35,Staff,Application,1
2016-04-21 16:13:52,Staff,Application,1
2016-04-21 16:14:29,Staff,Application,1
2016-04-21 16:14:36,Online,Application,1
2016-04-21 16:28:47,Staff,Application,1
2016-04-22 00:00:00,Online,Renewal,3
2016-04-22 00:00:00,Staff,Renewal,282
2016-04-22 01:42:43,Staff,Application,1
2016-04-22 01:48:08,Staff,Application,1
2016-04-22 01:55:18,Staff,Application,1
2016-04-22 01:55:25,Staff,Application,1
2016-04-22 01:55:31,Staff,Application,1
2016-04-22 01:57:21,Online,Application,1
2016-04-22 08:36:22,Staff,Application,1
2016-04-22 08:39:44,Staff,Application,1
2016-04-22 08:47:37,Staff,Application,1
2016-04-22 08:49:11,Staff,Application,1
2016-04-22 08:57:05,Staff,Application,1
2016-04-22 09:00:51,Staff,Application,1
2016-04-22 09:04:49,Staff,Application,1
2016-04-22 09:12:43,Staff,Application,1
2016-04-22 09:22:26,Staff,Application,1
2016-04-22 09:24:49,Online,Application,1
2016-04-22 09:36:32,Staff,Application,1
2016-04-22 09:49:33,Staff,Application,1
2016-04-22 10:03:27,Online,Application,1
2016-04-22 10:28:10,Staff,Application,1
2016-04-22 10:46:10,Online,Application,1
2016-04-22 10:53:57,Staff,Application,1
2016-04-22 11:08:16,Staff,Application,1
2016-04-22 11:17:17,Staff,Application,1
2016-04-22 11:18:45,Staff,Application,1
2016-04-22 11:19:22,Staff,Application,1
2016-04-22 11:25:55,Staff,Application,1
2016-04-22 11:30:03,Staff,Application,1
2016-04-22 11:31:20,Online,Application,1
2016-04-22 11:32:34,Staff,Application,1
2016-04-22 11:44:01,Staff,Application,1
2016-04-22 11:53:39,Staff,Application,1
2016-04-22 12:00:40,Staff,Application,1
2016-04-22 12:01:42,Staff,Application,1
2016-04-22 12:18:40,Staff,Application,1
2016-04-22 12:22:37,Staff,Application,1
2016-04-22 12:24:36,Staff,Application,1
2016-04-22 12:33:59,Online,Application,1
2016-04-22 12:36:22,Staff,Application,1
2016-04-22 12:40:40,Online,Application,1
2016-04-22 12:41:19,Staff,Application,1
2016-04-22 13:05:38,Staff,Application,1
2016-04-22 13:09:33,Staff,Application,1
2016-04-22 13:09:42,Online,Application,1
2016-04-22 13:28:59,Staff,Application,1
2016-04-22 13:46:27,Online,Application,1
2016-04-22 13:57:58,Staff,Application,1
2016-04-22 14:02:40,Staff,Application,1
2016-04-22 14:20:16,Staff,Application,1
2016-04-22 14:40:08,Staff,Application,1
2016-04-22 14:53:59,Online,Application,1
2016-04-22 15:01:48,Staff,Application,1
2016-04-22 15:17:25,Online,Application,1
2016-04-22 15:23:11,Staff,Application,1
2016-04-22 15:30:23,Staff,Application,1
2016-04-22 15:32:00,Online,Application,1
2016-04-22 15:43:57,Staff,Application,1
2016-04-22 15:45:22,Staff,Application,1
2016-04-22 15:47:48,Online,Application,1
2016-04-22 16:07:58,Staff,Application,1
2016-04-22 16:40:32,Staff,Application,1
2016-04-22 16:44:11,Staff,Application,1
2016-04-22 16:46:24,Staff,Application,1
2016-04-23 00:00:00,Staff,Renewal,106
2016-04-23 00:51:06,Staff,Application,1
2016-04-23 00:51:18,Staff,Application,2
2016-04-24 00:00:00,Staff,Renewal,36
2016-04-24 00:45:30,Staff,Application,1
2016-04-25 00:00:00,Staff,Renewal,215
2016-04-25 08:23:06,Staff,Application,1
2016-04-25 08:52:22,Staff,Application,1
2016-04-25 09:07:21,Staff,Application,1
2016-04-25 09:16:07,Staff,Application,1
2016-04-25 10:00:57,Staff,Application,1
2016-04-25 10:24:31,Staff,Application,1
2016-04-25 10:33:06,Staff,Application,1
2016-04-25 10:36:12,Staff,Application,1
2016-04-25 10:47:48,Staff,Application,1
2016-04-25 11:16:03,Staff,Application,1
2016-04-25 11:25:32,Staff,Application,1
2016-04-25 11:40:04,Staff,Application,1
2016-04-25 11:42:14,Staff,Application,1
2016-04-25 11:42:21,Staff,Application,1
2016-04-25 12:03:17,Online,Application,1
2016-04-25 12:09:05,Staff,Application,1
2016-04-25 12:30:57,Staff,Application,1
2016-04-25 12:45:19,Staff,Application,1
2016-04-25 12:59:24,Staff,Application,1
2016-04-25 13:04:39,Staff,Application,1
2016-04-25 13:07:35,Staff,Application,1
2016-04-25 13:13:33,Staff,Application,1
2016-04-25 13:20:49,Staff,Application,1
2016-04-25 14:00:19,Staff,Application,1
2016-04-25 14:13:12,Staff,Application,1
2016-04-25 14:20:48,Staff,Application,1
2016-04-25 14:48:26,Staff,Application,1
2016-04-25 14:48:29,Staff,Application,3
2016-04-25 14:50:23,Staff,Application,1
2016-04-25 15:09:45,Staff,Application,1
2016-04-25 15:12:54,Staff,Application,1
2016-04-25 15:28:45,Staff,Application,1
2016-04-25 15:32:35,Staff,Application,1
2016-04-25 15:37:26,Staff,Application,1
2016-04-25 15:46:28,Staff,Application,1
2016-04-25 15:58:23,Staff,Application,1
2016-04-25 17:13:34,Online,Application,1
2016-04-26 00:00:00,Online,Renewal,1
2016-04-26 00:00:00,Staff,Renewal,125
2016-04-26 08:27:03,Staff,Application,1
2016-04-26 08:38:24,Online,Application,1
2016-04-26 08:38:29,Online,Application,1
2016-04-26 08:57:33,Staff,Application,1
2016-04-26 09:16:46,Staff,Application,1
2016-04-26 09:29:43,Online,Application,1
2016-04-26 09:42:00,Staff,Application,1
2016-04-26 09:42:58,Staff,Application,1
2016-04-26 10:05:59,Staff,Application,1
2016-04-26 10:09:29,Staff,Application,1
2016-04-26 10:16:34,Online,Application,1
2016-04-26 10:17:34,Staff,Application,1
2016-04-26 10:17:55,Staff,Application,1
2016-04-26 10:33:45,Staff,Application,1
2016-04-26 10:47:14,Staff,Application,1
2016-04-26 10:48:45,Online,Application,1
2016-04-26 10:56:30,Staff,Application,1
2016-04-26 10:57:22,Online,Application,1
2016-04-26 11:03:19,Staff,Application,1
2016-04-26 11:04:48,Online,Application,1
2016-04-26 11:06:09,Staff,Application,1
2016-04-26 11:16:08,Staff,Application,1
2016-04-26 11:24:11,Staff,Application,1
2016-04-26 11:26:29,Staff,Application,1
2016-04-26 11:32:07,Staff,Application,1
2016-04-26 11:41:35,Staff,Application,1
2016-04-26 11:50:46,Staff,Application,1
2016-04-26 11:53:58,Staff,Application,1
2016-04-26 11:58:08,Staff,Application,1
2016-04-26 12:21:14,Staff,Application,1
2016-04-26 12:22:38,Staff,Application,1
2016-04-26 12:23:37,Online,Application,1
2016-04-26 12:26:00,Staff,Application,1
2016-04-26 12:30:39,Staff,Application,1
2016-04-26 12:36:19,Staff,Application,1
2016-04-26 12:40:53,Staff,Application,1
2016-04-26 12:47:51,Staff,Application,1
2016-04-26 12:48:25,Staff,Application,1
2016-04-26 12:56:13,Staff,Application,1
2016-04-26 12:56:33,Staff,Application,1
2016-04-26 13:01:12,Online,Application,2
2016-04-26 13:04:31,Staff,Application,1
2016-04-26 13:11:35,Staff,Application,1
2016-04-26 13:14:58,Staff,Application,1
2016-04-26 13:16:58,Staff,Application,1
2016-04-26 13:26:00,Staff,Application,1
2016-04-26 13:27:15,Staff,Application,1
2016-04-26 13:37:04,Staff,Application,1
2016-04-26 13:42:25,Online,Application,1
2016-04-26 13:45:36,Staff,Application,1
2016-04-26 13:46:37,Staff,Application,1
2016-04-26 14:06:32,Online,Application,1
2016-04-26 14:15:19,Online,Application,1
2016-04-26 14:19:32,Staff,Application,1
2016-04-26 14:20:46,Staff,Application,1
2016-04-26 14:22:07,Staff,Application,1
2016-04-26 14:32:54,Staff,Application,1
2016-04-26 14:45:53,Staff,Application,1
2016-04-26 14:48:45,Staff,Application,1
2016-04-26 14:58:06,Staff,Application,1
2016-04-26 15:04:08,Staff,Application,1
2016-04-26 15:06:30,Staff,Application,1
2016-04-26 15:10:15,Staff,Application,1
2016-04-26 15:16:31,Staff,Application,1
2016-04-26 15:17:50,Staff,Application,1
2016-04-26 15:36:02,Staff,Application,1
2016-04-26 15:55:40,Staff,Application,1
2016-04-26 17:20:18,Online,Application,1
2016-04-26 17:22:51,Online,Application,1
2016-04-27 00:00:00,Online,Renewal,1
2016-04-27 00:00:00,Staff,Renewal,847
2016-04-27 01:49:42,Staff,Application,1
2016-04-27 08:28:19,Staff,Application,1
2016-04-27 08:41:22,Staff,Application,1
2016-04-27 09:21:10,Staff,Application,1
2016-04-27 09:40:27,Online,Application,1
2016-04-27 09:52:18,Staff,Application,1
2016-04-27 09:55:15,Staff,Application,1
2016-04-27 09:55:18,Staff,Application,1
2016-04-27 10:16:46,Staff,Application,1
2016-04-27 10:33:28,Online,Application,1
2016-04-27 10:39:13,Staff,Application,1
2016-04-27 10:49:31,Staff,Application,1
2016-04-27 10:55:16,Staff,Application,1
2016-04-27 10:59:19,Online,Application,1
2016-04-27 11:12:03,Online,Application,1
2016-04-27 11:22:34,Staff,Application,1
2016-04-27 11:25:36,Staff,Application,1
2016-04-27 11:36:40,Staff,Application,1
2016-04-27 11:40:39,Online,Application,1
2016-04-27 11:40:52,Online,Application,1
2016-04-27 11:44:20,Staff,Application,1
2016-04-27 11:47:52,Staff,Application,1
2016-04-27 12:04:50,Staff,Application,1
2016-04-27 12:06:52,Staff,Application,1
2016-04-27 12:18:08,Online,Application,1
2016-04-27 12:22:52,Staff,Application,2
2016-04-27 12:25:11,Online,Application,1
2016-04-27 12:32:20,Staff,Application,1
2016-04-27 12:35:35,Online,Application,1
2016-04-27 12:40:53,Staff,Application,1
2016-04-27 12:42:28,Online,Application,1
2016-04-27 12:52:50,Online,Application,1
2016-04-27 12:52:56,Staff,Application,1
2016-04-27 14:37:52,Online,Application,1
2016-04-27 15:41:16,Online,Application,1
2016-04-28 00:00:00,Online,Renewal,1
2016-04-28 00:00:00,Staff,Renewal,1611
2016-04-28 01:45:13,Staff,Application,1
2016-04-28 01:45:54,Online,Application,1
2016-04-28 08:14:25,Online,Application,1
2016-04-28 08:24:19,Online,Application,1
2016-04-28 08:24:41,Staff,Application,1
2016-04-28 08:24:56,Online,Application,1
2016-04-28 08:26:38,Online,Application,1
2016-04-28 08:35:46,Staff,Application,1
2016-04-28 08:41:06,Staff,Application,1
2016-04-28 08:45:45,Online,Application,1
2016-04-28 08:55:50,Staff,Application,1
2016-04-28 09:06:07,Staff,Application,1
2016-04-28 09:06:26,Staff,Application,1
2016-04-28 09:17:27,Staff,Application,1
2016-04-28 09:19:54,Staff,Application,1
2016-04-28 09:28:41,Online,Application,1
2016-04-28 09:29:11,Staff,Application,1
2016-04-28 09:35:03,Staff,Application,1
2016-04-28 09:43:10,Online,Application,1
2016-04-28 09:49:59,Staff,Application,1
2016-04-28 09:53:36,Online,Application,1
2016-04-28 10:02:55,Staff,Application,1
2016-04-28 10:14:35,Staff,Application,1
2016-04-28 10:20:57,Staff,Application,1
2016-04-28 10:26:49,Staff,Application,1
2016-04-28 10:37:42,Staff,Application,1
2016-04-28 10:41:52,Online,Application,1
2016-04-28 10:44:40,Online,Application,1
2016-04-28 10:52:01,Staff,Application,1
2016-04-28 10:58:57,Staff,Application,1
2016-04-28 11:29:33,Staff,Application,1
2016-04-28 11:39:10,Staff,Application,1
2016-04-28 11:52:57,Staff,Application,1
2016-04-28 11:53:03,Staff,Application,1
2016-04-28 11:59:46,Staff,Application,1
2016-04-28 12:25:05,Staff,Application,1
2016-04-28 12:29:47,Online,Application,1
2016-04-28 12:33:34,Staff,Application,1
2016-04-28 12:45:56,Staff,Application,1
2016-04-28 12:48:14,Online,Application,1
2016-04-28 13:01:09,Staff,Application,1
2016-04-28 13:09:30,Staff,Application,1
2016-04-28 13:15:39,Staff,Application,1
2016-04-28 13:26:22,Online,Application,1
2016-04-28 13:26:53,Staff,Application,1
2016-04-28 13:32:28,Online,Application,1
2016-04-28 13:42:20,Staff,Application,1
2016-04-28 13:45:24,Staff,Application,1
2016-04-28 13:54:59,Staff,Application,1
2016-04-28 13:55:03,Staff,Application,1
2016-04-28 14:08:08,Staff,Application,1
2016-04-28 14:11:08,Staff,Application,1
2016-04-28 14:12:14,Staff,Application,1
2016-04-28 14:12:38,Online,Application,1
2016-04-28 14:17:38,Staff,Application,1
